Provider,ip_claim_count,ip_bene_count,ip_reimb_sum,ip_reimb_mean,ip_admit_days_sum,ip_claim_days_sum,ip_diag_mean,ip_has_operating_rate,op_claim_count,op_bene_count,op_reimb_sum,op_reimb_mean,op_claim_days_sum,op_diag_mean,op_has_operating_rate,provider_bene_count,provider_age_mean,provider_age_std,provider_dead_rate,ChronicCond_Alzheimer_mean,ChronicCond_Heartfailure_mean,ChronicCond_Cancer_mean,total_claim_count,total_reimb_sum,reimb_per_claim,claims_per_bene,reimb_per_bene,ip_claim_share,op_claim_share,total_claim_days_sum,days_per_claim,FraudLabel
PRV52926,4.0,4.0,51000.0,12750.0,26.0,26.0,9.0,0.5,13.0,12.0,2760.0,212.30769230769232,49.0,2.3076923076923075,0.15384615384615385,16,75.20807665982204,12.226697118701539,0.0,1.625,1.3125,1.8125,17.0,53760.0,3162.35275515572,1.0624999335937542,3359.999790000013,0.23529410380622917,0.7647058373702448,75.0,4.411764446366797,0
PRV52928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,23.0,9260.0,225.85365853658536,89.0,3.048780487804878,0.1951219512195122,23,73.48165342380145,13.733052344676679,0.0,1.6956521739130435,1.391304347826087,1.7826086956521738,41.0,9260.0,225.8536530279597,1.7826086181474512,402.60867814744876,0.0,0.9999999756097567,89.0,2.170731654372399,0
PRV52929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,6770.0,193.42857142857142,62.0,2.1142857142857143,0.14285714285714285,20,77.24599589322382,11.87743035092242,0.0,1.65,1.4,1.8,35.0,6770.0,193.428565902041,1.7499999125000043,338.49998307500084,0.0,0.9999999714285723,62.0,1.771428520816328,0
PRV52930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,61.0,39290.0,309.37007874015745,303.0,2.8976377952755907,0.1968503937007874,61,73.86811189281987,13.485395770666338,0.01639344262295082,1.4918032786885247,1.360655737704918,1.901639344262295,127.0,39290.0,309.37007630417264,2.0819671789841445,644.0983500967484,0.0,0.9999999921259843,303.0,2.385826752867506,0
PRV52931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3010.0,215.0,25.0,2.4285714285714284,0.0,14,69.92822919722303,14.858156256956681,0.0,1.5,1.6428571428571428,1.9285714285714286,14.0,3010.0,214.99998464285824,0.9999999285714337,214.99998464285824,0.0,0.9999999285714337,25.0,1.7857141581632745,0
PRV52932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,34.0,13830.0,345.75,131.0,2.6,0.125,34,70.89447195716069,19.26646061589501,0.0,1.5588235294117647,1.3529411764705883,1.911764705882353,40.0,13830.0,345.74999135625023,1.1764705536332192,406.7646939186855,0.0,0.9999999750000007,131.0,3.2749999181250025,0
PRV52933,4.0,2.0,68000.0,17000.0,32.0,32.0,7.75,0.75,4.0,4.0,1390.0,347.5,24.0,2.5,0.25,6,73.26351813826146,14.28398787585662,0.0,1.5,1.5,2.0,8.0,69390.0,8673.748915781387,1.3333331111111482,11564.99807250032,0.4999999375000079,0.4999999375000079,56.0,6.99999912500011,1
PRV52934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,8730.0,272.8125,83.0,3.09375,0.15625,18,74.22191801657921,14.692097252757897,0.0,1.6666666666666667,1.3333333333333333,1.7222222222222223,32.0,8730.0,272.81249147460966,1.7777776790123512,484.999973055557,0.0,0.9999999687500011,83.0,2.5937499189453153,0
PRV52935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,85.0,101800.0,363.57142857142856,780.0,2.5785714285714287,0.15357142857142858,85,72.53288239320368,12.979532898976746,0.011764705882352941,1.576470588235294,1.4352941176470588,1.8352941176470587,280.0,101800.0,363.57142727295917,3.2941176083044987,1197.6470447335641,0.0,0.9999999964285714,780.0,2.785714275765306,0
PRV52936,4.0,4.0,24000.0,6000.0,15.0,15.0,7.25,0.5,104.0,31.0,20340.0,195.57692307692307,147.0,2.923076923076923,0.23076923076923078,34,73.62700809276484,13.398211944391564,0.0,1.5294117647058822,1.5,1.8235294117647058,108.0,44340.0,410.5555517541153,3.1764704948096916,1304.1176087024235,0.037037036694101515,0.9629629540466393,162.0,1.4999999861111113,0
PRV52937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,6030.0,251.25,59.0,2.2083333333333335,0.08333333333333333,21,73.53919363775627,13.149642343154165,0.0,1.5714285714285714,1.3333333333333333,1.7619047619047619,24.0,6030.0,251.24998953125043,1.1428570884353766,287.14284346938837,0.0,0.999999958333335,59.0,2.458333230902782,0
PRV52938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4270.0,1423.3333333333333,23.0,3.0,0.3333333333333333,3,86.24960073009355,5.033948241034854,0.0,1.3333333333333333,1.6666666666666667,2.0,3.0,4270.0,1423.332858889047,0.9999996666667778,1423.332858889047,0.0,0.9999996666667778,23.0,7.666664111111962,0
PRV52940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,950.0,105.55555555555556,49.0,1.6666666666666667,0.1111111111111111,7,73.4049085753398,17.238583153985104,0.0,1.4285714285714286,1.4285714285714286,2.0,9.0,950.0,105.5555438271618,1.2857141020408425,135.7142663265334,0.0,0.9999998888889013,49.0,5.44444383950624,0
PRV52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,39.0,13950.0,324.4186046511628,79.0,2.9767441860465116,0.16279069767441862,39,72.61320837501536,11.23988637203421,0.0,1.564102564102564,1.435897435897436,1.8974358974358974,43.0,13950.0,324.41859710654427,1.102564074293229,357.6922985207103,0.0,0.9999999767441866,79.0,1.8372092595997849,0
PRV52942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,39.0,10910.0,253.72093023255815,134.0,2.4186046511627906,0.20930232558139536,39,78.2963547973815,10.543996440589966,0.0,1.6666666666666667,1.4871794871794872,1.8205128205128205,43.0,10910.0,253.72092433207155,1.102564074293229,279.7435825706774,0.0,0.9999999767441866,134.0,3.1162789972958373,0
PRV52943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.0,6760.0,193.14285714285714,159.0,2.4857142857142858,0.17142857142857143,33,76.05301474705992,12.19687255246726,0.0,1.5151515151515151,1.303030303030303,1.8484848484848484,35.0,6760.0,193.14285162448996,1.060606028466484,204.84847864095522,0.0,0.9999999714285723,159.0,4.542857013061228,0
PRV52944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4120.0,1030.0,4.0,2.5,0.0,4,63.83230663928816,24.565703057595098,0.0,1.75,1.5,1.75,4.0,4120.0,1029.9997425000643,0.9999997500000625,1029.9997425000643,0.0,0.9999997500000625,4.0,0.9999997500000625,0
PRV52945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,24.0,6870.0,149.34782608695653,106.0,2.5652173913043477,0.21739130434782608,24,75.23910563540954,12.652906452465034,0.0,1.7083333333333333,1.4166666666666667,1.875,46.0,6870.0,149.34782284026474,1.9166665868055588,286.2499880729172,0.0,0.9999999782608701,106.0,2.3043477759924396,0
PRV52948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,47.0,25320.0,238.8679245283019,239.0,2.4150943396226414,0.16037735849056603,47,69.53546827442585,13.969141014721032,0.02127659574468085,1.553191489361702,1.446808510638298,1.9361702127659575,106.0,25320.0,238.86792227483093,2.2553191009506577,538.7233927931194,0.0,0.9999999905660378,239.0,2.254716959861161,0
PRV52949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,51.0,27080.0,342.7848101265823,179.0,2.5063291139240507,0.20253164556962025,51,70.98678047536605,14.66690184134063,0.0196078431372549,1.588235294117647,1.4705882352941178,1.8235294117647058,79.0,27080.0,342.78480578753414,1.5490195774702045,530.9803817454828,0.0,0.9999999873417723,179.0,2.2658227561288258,0
PRV52950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,64.0,33830.0,291.63793103448273,237.0,2.646551724137931,0.16379310344827586,64,74.96945585215606,11.259047121447187,0.0,1.671875,1.40625,1.875,116.0,33830.0,291.63792852036266,1.812499971679688,528.5937417407229,0.0,0.9999999913793104,237.0,2.0431034306629017,0
PRV52951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9980.0,499.0,60.0,2.5,0.15,20,76.31184120465434,9.356031336298757,0.0,1.45,1.45,1.8,20.0,9980.0,498.99997505000124,0.9999999500000024,498.99997505000124,0.0,0.9999999500000024,60.0,2.999999850000007,0
PRV52952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600.0,600.0,8.0,2.0,0.0,1,84.91170431211499,0.0,0.0,2.0,1.0,1.0,1.0,600.0,599.9994000006001,0.9999990000010001,599.9994000006001,0.0,0.9999990000010001,8.0,7.9999920000080005,0
PRV52953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,61.0,23580.0,277.4117647058824,243.0,2.7411764705882353,0.15294117647058825,61,73.9963420518172,14.915580772863493,0.0,1.6885245901639345,1.4098360655737705,1.901639344262295,85.0,23580.0,277.4117614422146,1.3934426001074984,386.55737071217425,0.0,0.9999999882352942,243.0,2.858823495778547,0
PRV52954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2100.0,2100.0,1.0,3.0,0.0,1,89.99863107460644,0.0,1.0,2.0,1.0,1.0,1.0,2100.0,2099.9979000021003,0.9999990000010001,2099.9979000021003,0.0,0.9999990000010001,1.0,0.9999990000010001,0
PRV52955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,63.0,14160.0,193.97260273972603,166.0,2.5342465753424657,0.1643835616438356,63,74.88556435579022,12.067464209765689,0.015873015873015872,1.5396825396825398,1.3650793650793651,1.8412698412698412,73.0,14160.0,193.97260008256714,1.158730140337617,224.76190119425556,0.0,0.9999999863013701,166.0,2.273972571589417,0
PRV52956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,2110.0,117.22222222222223,31.0,2.888888888888889,0.2777777777777778,9,76.92539356605066,7.51042088449967,0.0,1.7777777777777777,1.5555555555555556,1.6666666666666667,18.0,2110.0,117.22221570987689,1.9999997777778027,234.44441839506464,0.0,0.9999999444444475,31.0,1.7222221265432152,0
PRV52957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,68.24914442162903,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.9999990000010001,1.0,0.9999990000010001,0
PRV52958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,2020.0,126.25,16.0,1.8125,0.0,15,76.5884553958476,11.824690951368895,0.0,1.6,1.4666666666666666,1.8,16.0,2020.0,126.24999210937548,1.0666665955555603,134.6666576888895,0.0,0.9999999375000038,16.0,0.9999999375000038,0
PRV52961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,320.0,64.0,5.0,1.6,0.4,5,64.31540041067763,16.292117915204532,0.0,1.6,1.6,1.6,5.0,320.0,63.99998720000256,0.99999980000004,63.99998720000256,0.0,0.99999980000004,5.0,0.99999980000004,0
PRV52962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,3520.0,251.42857142857142,21.0,2.9285714285714284,0.14285714285714285,9,78.72172788805233,8.103215365613217,0.0,1.8888888888888888,1.3333333333333333,2.0,14.0,3520.0,251.42855346938904,1.5555553827160686,391.11106765432584,0.0,0.9999999285714337,21.0,1.4999998928571505,0
PRV52963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,850.0,94.44444444444444,29.0,2.111111111111111,0.0,7,81.03490759753593,9.215255038714151,0.0,1.5714285714285714,1.1428571428571428,1.8571428571428572,9.0,850.0,94.44443395061846,1.2857141020408425,121.42855408163513,0.0,0.9999998888889013,29.0,3.222221864197571,0
PRV52964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,37.0,27140.0,298.24175824175825,193.0,2.758241758241758,0.15384615384615385,37,73.08529885121261,14.42427079096551,0.0,1.6756756756756757,1.4054054054054055,1.972972972972973,91.0,27140.0,298.24175496437636,2.459459392987584,733.5134936888245,0.0,0.9999999890109892,193.0,2.1208790975727574,0
PRV52966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,710.0,236.66666666666666,5.0,1.3333333333333333,0.0,3,74.58179329226557,14.720565183055468,0.0,2.0,1.3333333333333333,2.0,3.0,710.0,236.66658777780407,0.9999996666667778,236.66658777780407,0.0,0.9999996666667778,5.0,1.6666661111112961,0
PRV52970,1.0,1.0,4000.0,4000.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76.75017111567419,0.0,0.0,1.0,1.0,2.0,1.0,4000.0,3999.9960000040005,0.9999990000010001,3999.9960000040005,0.9999990000010001,0.0,4.0,3.9999960000040002,0
PRV52971,3.0,3.0,15000.0,5000.0,15.0,15.0,7.666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,74.61008441706593,8.076374121483536,0.0,1.3333333333333333,1.6666666666666667,2.0,3.0,15000.0,4999.998333333889,0.9999996666667778,4999.998333333889,0.9999996666667778,0.0,15.0,4.999998333333888,0
PRV52972,17.0,14.0,220000.0,12941.176470588236,96.0,96.0,7.0588235294117645,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,68.67214236824093,15.27189905336077,0.0,1.4285714285714286,1.0714285714285714,1.7857142857142858,17.0,220000.0,12941.175709342604,1.2142856275510268,15714.284591836817,0.999999941176474,0.0,96.0,5.6470584913495,0
PRV52976,4.0,4.0,29000.0,7250.0,15.0,15.0,6.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,76.54072553045859,5.758460452275061,0.0,1.5,1.25,2.0,4.0,29000.0,7249.998187500453,0.9999997500000625,7249.998187500453,0.9999997500000625,0.0,15.0,3.749999062500234,0
PRV52978,5.0,5.0,59000.0,11800.0,45.0,45.0,8.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,73.94880219028065,7.425555427395401,0.0,1.4,1.2,2.0,5.0,59000.0,11799.997640000473,0.99999980000004,11799.997640000473,0.99999980000004,0.0,45.0,8.999998200000359,0
PRV52979,6.0,6.0,68000.0,11333.333333333334,29.0,29.0,7.833333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,75.70841889117044,5.101427240444486,0.0,1.5,1.3333333333333333,1.8333333333333333,6.0,68000.0,11333.331444444759,0.9999998333333611,11333.331444444759,0.9999998333333611,0.0,29.0,4.833332527777912,0
PRV52980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,229.0,142660.0,237.3710482529118,1314.0,2.579034941763727,0.17970049916805325,229,75.46408663085941,12.01469546878086,0.013100436681222707,1.6506550218340612,1.502183406113537,1.9039301310043668,601.0,142660.0,237.37104785795168,2.624454137011117,622.96942959402,0.0,0.9999999983361065,1314.0,2.186356069573451,0
PRV52981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,149.0,85830.0,232.60162601626016,715.0,2.3631436314363143,0.17073170731707318,149,75.09395513783424,12.16741208387289,0.013422818791946308,1.6644295302013423,1.5369127516778522,1.8724832214765101,369.0,85830.0,232.60162538590345,2.4765100504932214,576.0402645903338,0.0,0.9999999972899729,715.0,1.9376693714426305,0
PRV52982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,231.0,216220.0,336.2674961119751,1846.0,2.505443234836703,0.13841368584758942,231,74.95158093104705,11.959473626265353,0.017316017316017316,1.6883116883116882,1.5064935064935066,1.878787878787879,643.0,216220.0,336.26749558900855,2.7835497714997848,936.0173119652931,0.0,0.99999999844479,1846.0,2.870917569407593,1
PRV52985,121.0,92.0,1361000.0,11247.933884297521,819.0,819.0,7.991735537190083,0.6528925619834711,1282.0,464.0,359120.0,280.1248049921997,3382.0,2.5390015600624025,0.18174726989079562,500,74.73855715263518,12.508948682326885,0.008,1.596,1.448,1.878,1403.0,1720120.0,1226.0299349778832,2.805999994388,3440.23999311952,0.08624376330274856,0.913756235984493,4201.0,2.9942979308665016,1
PRV52986,9.0,7.0,124000.0,13777.777777777777,49.0,49.0,7.333333333333333,0.7777777777777778,27.0,24.0,8490.0,314.44444444444446,87.0,2.8518518518518516,0.18518518518518517,31,73.63414364884856,15.127251380883045,0.0,1.6774193548387097,1.3870967741935485,1.8387096774193548,36.0,132490.0,3680.2776755478426,1.1612902851196683,4273.870829875134,0.24999999305555576,0.7499999791666673,136.0,3.7777776728395094,0
PRV52988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,124.0,76070.0,243.81410256410257,667.0,2.5288461538461537,0.16346153846153846,124,75.25367070720452,13.808889965276483,0.03225806451612903,1.685483870967742,1.5241935483870968,1.935483870967742,312.0,76070.0,243.8141017826471,2.5161290119667017,613.4677369881634,0.0,0.9999999967948718,667.0,2.137820505968524,0
PRV52989,70.0,56.0,860000.0,12285.714285714286,472.0,472.0,8.157142857142857,0.5142857142857142,107.0,86.0,22590.0,211.1214953271028,225.0,2.5700934579439254,0.16822429906542055,138,75.47409457488914,12.347719835834708,0.007246376811594203,1.6231884057971016,1.3695652173913044,1.8985507246376812,177.0,882590.0,4986.384152619298,1.282608686357908,6395.5796638001475,0.39548022375434905,0.6045197705959335,697.0,3.9378530850968754,1
PRV52990,22.0,17.0,190000.0,8636.363636363636,111.0,111.0,7.954545454545454,0.5454545454545454,57.0,43.0,18160.0,318.5964912280702,137.0,2.8947368421052633,0.22807017543859648,55,78.38591251322256,10.934291468512203,0.0,1.690909090909091,1.3636363636363635,1.8909090909090909,79.0,208160.0,2634.936675507131,1.4363636102479345,3784.727203914051,0.27848100913315177,0.7215189782086205,248.0,3.1392404665918927,1
PRV52991,8.0,8.0,87000.0,10875.0,57.0,57.0,7.75,0.5,51.0,47.0,16970.0,332.7450980392157,93.0,2.6862745098039214,0.19607843137254902,54,76.16685679519354,12.248831578984277,0.0,1.6296296296296295,1.537037037037037,1.8703703703703705,59.0,103970.0,1762.203359962655,1.0925925723593968,1925.3703347153642,0.1355932180407929,0.8644067650100549,150.0,2.542372838264867,0
PRV52993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,3120.0,312.0,11.0,3.8,0.2,9,74.62042740892844,8.178562299631473,0.0,1.4444444444444444,1.6666666666666667,2.0,10.0,3120.0,311.99996880000316,1.1111109876543348,346.6666281481525,0.0,0.99999990000001,11.0,1.099999890000011,0
PRV52996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,30.0,11510.0,311.0810810810811,67.0,2.6216216216216215,0.21621621621621623,30,76.64996577686516,11.236281164256697,0.0,1.7,1.4666666666666666,1.8666666666666667,37.0,11510.0,311.0810726734845,1.2333332922222235,383.6666538777782,0.0,0.9999999729729737,67.0,1.8108107618699796,0
PRV52998,15.0,13.0,147300.0,9820.0,97.0,97.0,8.133333333333333,0.5333333333333333,18.0,16.0,3890.0,216.11111111111111,41.0,3.0555555555555554,0.2222222222222222,28,74.64271047227926,13.807649696593849,0.03571428571428571,1.8214285714285714,1.3928571428571428,1.8928571428571428,33.0,151190.0,4581.515012681363,1.1785713864795933,5399.642664298476,0.45454544077135034,0.5454545289256204,138.0,4.181818055096423,0
PRV52999,8.0,6.0,57000.0,7125.0,78.0,78.0,8.25,0.5,48.0,46.0,16210.0,337.7083333333333,147.0,2.125,0.10416666666666667,51,76.46489780032479,12.027852303400579,0.0196078431372549,1.5490196078431373,1.411764705882353,1.8431372549019607,56.0,73210.0,1307.3214052264036,1.0980391941560943,1435.4901679315653,0.1428571403061225,0.8571428418367351,225.0,4.017857071109695,0
PRV53000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,469.0,200250.0,284.850640113798,1901.0,2.5746799431009957,0.1891891891891892,469,75.10901929192407,11.993910132806532,0.006396588486140725,1.6311300639658848,1.4776119402985075,1.861407249466951,703.0,200250.0,284.85063970860506,1.4989338987229555,426.9722805395047,0.0,0.9999999985775249,1901.0,2.704125173962838,0
PRV53001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,105.0,45460.0,303.06666666666666,389.0,2.68,0.21333333333333335,105,73.90202405397478,11.997283967233214,0.01904761904761905,1.5523809523809524,1.457142857142857,1.8666666666666667,150.0,45460.0,303.06666464622225,1.4285714149659865,432.952376829025,0.0,0.9999999933333334,389.0,2.5933333160444447,0
PRV53002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,134.0,116040.0,292.29219143576825,831.0,2.6146095717884132,0.163727959697733,134,74.73288587861514,13.153959304999608,0.0,1.6492537313432836,1.4328358208955223,1.8507462686567164,397.0,116040.0,292.2921906995159,2.962686545054578,865.9701427912676,0.0,0.9999999974811083,831.0,2.0931989871707835,0
PRV53004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,4310.0,239.44444444444446,58.0,2.2777777777777777,0.05555555555555555,16,71.6249144421629,17.470598452694734,0.0,1.8125,1.5625,1.8125,18.0,4310.0,239.44443114197603,1.1249999296875044,269.3749831640635,0.0,0.9999999444444475,58.0,3.2222220432098863,0
PRV53005,16.0,14.0,160200.0,10012.5,102.0,102.0,8.125,0.625,34.0,25.0,8660.0,254.7058823529412,80.0,2.7941176470588234,0.20588235294117646,37,77.596832972603,9.127146911027781,0.02702702702702703,1.6216216216216217,1.2162162162162162,1.864864864864865,50.0,168860.0,3377.1999324560015,1.351351314828343,4563.78366043828,0.31999999360000014,0.6799999864000003,182.0,3.6399999272000017,1
PRV53007,37.0,30.0,385000.0,10405.405405405405,211.0,211.0,8.216216216216216,0.5675675675675675,59.0,39.0,15540.0,263.3898305084746,117.0,2.9661016949152543,0.13559322033898305,68,75.38241333494383,13.160209463447845,0.0,1.6323529411764706,1.3970588235294117,1.7941176470588236,96.0,400540.0,4172.291623205296,1.4117646851211076,5890.294031025088,0.38541666265190977,0.6145833269314237,328.0,3.4166666310763896,1
PRV53008,39.0,35.0,351000.0,9000.0,256.0,256.0,7.82051282051282,0.5128205128205128,13.0,13.0,2600.0,200.0,34.0,2.076923076923077,0.15384615384615385,48,74.07078485055898,10.091817413388124,0.041666666666666664,1.5416666666666667,1.3125,1.75,52.0,353600.0,6799.999869230772,1.0833333107638894,7366.666513194448,0.7499999855769234,0.24999999519230778,290.0,5.576922969674558,1
PRV53009,5.0,5.0,31000.0,6200.0,29.0,29.0,6.8,0.2,32.0,18.0,4620.0,144.375,49.0,2.59375,0.21875,23,76.48138559057227,13.785194772981567,0.0,1.608695652173913,1.3478260869565217,1.8695652173913044,37.0,35620.0,962.7026766837115,1.6086955822306268,1548.6955848393222,0.1351351314828343,0.8648648414901394,78.0,2.108108051132215,0
PRV53013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5030.0,1257.5,24.0,3.25,0.25,4,74.54072553045859,12.802765239804462,0.0,1.0,1.25,1.5,4.0,5030.0,1257.4996856250787,0.9999997500000625,1257.4996856250787,0.0,0.9999997500000625,24.0,5.999998500000375,0
PRV53014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1180.0,147.5,26.0,1.25,0.125,8,72.8223819301848,12.914034404795803,0.0,1.75,1.5,1.75,8.0,1180.0,147.4999815625023,0.9999998750000157,147.4999815625023,0.0,0.9999998750000157,26.0,3.249999593750051,0
PRV53015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1120.0,140.0,23.0,3.375,0.25,6,64.9988592288387,24.529931671509615,0.0,1.1666666666666667,1.6666666666666667,2.0,8.0,1120.0,139.9999825000022,1.3333331111111482,186.66663555556073,0.0,0.9999998750000157,23.0,2.8749996406250453,0
PRV53016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,16900.0,545.1612903225806,63.0,1.967741935483871,0.1935483870967742,18,69.70279108677465,17.253642958693554,0.0,1.6666666666666667,1.5,1.9444444444444444,31.0,16900.0,545.1612727367332,1.7222221265432152,938.8888367283979,0.0,0.9999999677419364,63.0,2.032257998959419,0
PRV53017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1000.0,111.11111111111111,9.0,2.3333333333333335,0.1111111111111111,4,75.39698836413416,14.721554519390695,0.0,1.5,1.5,1.75,9.0,1000.0,111.11109876543348,2.2499994375001404,249.99993750001562,0.0,0.9999998888889013,9.0,0.9999998888889013,0
PRV53018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,11260.0,274.6341463414634,89.0,2.317073170731707,0.17073170731707318,22,73.60960736730758,7.919976364173497,0.0,1.6363636363636365,1.5,1.8636363636363635,41.0,11260.0,274.6341396430698,1.8636362789256236,511.81815855372,0.0,0.9999999756097567,89.0,2.170731654372399,0
PRV53019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,4920.0,328.0,22.0,1.8,0.13333333333333333,13,72.27525930606012,21.729196380018454,0.0,1.6923076923076923,1.6153846153846154,1.8461538461538463,15.0,4920.0,327.9999781333348,1.1538460650887643,378.4615093491147,0.0,0.9999999333333378,22.0,1.4666665688888956,0
PRV53020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4500.0,2250.0,22.0,2.0,0.0,2,93.70704996577686,7.482457794075303,0.0,2.0,1.0,1.5,2.0,4500.0,2249.9988750005623,0.99999950000025,2249.9988750005623,0.0,0.99999950000025,22.0,10.99999450000275,0
PRV53021,18.0,15.0,213000.0,11833.333333333334,126.0,126.0,8.333333333333334,0.5555555555555556,10.0,6.0,3950.0,395.0,10.0,2.0,0.3,21,71.11450083113327,13.513561049640316,0.047619047619047616,1.4285714285714286,1.380952380952381,1.8095238095238095,28.0,216950.0,7748.214008992357,1.3333332698412728,10330.95188900229,0.64285711989796,0.35714284438775556,136.0,4.857142683673476,1
PRV53024,2.0,2.0,10000.0,5000.0,9.0,9.0,9.0,0.5,24.0,17.0,3800.0,158.33333333333334,64.0,2.7083333333333335,0.25,19,77.66677473972405,9.151946965493503,0.05263157894736842,1.7894736842105263,1.5263157894736843,1.8421052631578947,26.0,13800.0,530.7692103550304,1.368420980609422,726.3157512465393,0.07692307396449716,0.9230768875739658,73.0,2.807692199704146,0
PRV53025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,19.0,9460.0,189.2,55.0,2.36,0.18,19,78.21492128678987,13.217506535686836,0.0,1.631578947368421,1.6842105263157894,1.9473684210526316,50.0,9460.0,189.19999621600007,2.631578808864273,497.89471063712045,0.0,0.9999999800000005,55.0,1.0999999780000005,0
PRV53026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,6140.0,236.15384615384616,66.0,3.3461538461538463,0.19230769230769232,16,75.4678302532512,12.741451863687718,0.0,1.3125,1.3125,2.0,26.0,6140.0,236.15383707100625,1.6249998984375063,383.7499760156265,0.0,0.9999999615384629,66.0,2.538461440828406,0
PRV53027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,500.0,100.0,5.0,3.2,0.0,3,79.24891626739675,18.369265470891825,0.0,2.0,1.3333333333333333,2.0,5.0,500.0,99.999980000004,1.6666661111112961,166.6666111111296,0.0,0.99999980000004,5.0,0.99999980000004,0
